Qualifying Name,State Postal Abbreviation,Summary Level,Geographic Component,State (FIPS Code),County of current residence,Census Tract,Block Group,Area Name,Median Household Income (In 2022 Inflation Adjusted Dollars),Average Family Income (In 2022 Inflation Adjusted Dollars),Median Family Income (In 2022 Inflation Adjusted Dollars),Households:,"Households: Less than $10,000","Households: $10,000 to $14,999","Households: $15,000 to $19,999","Households: $20,000 to $24,999","Households: $25,000 to $29,999","Households: $30,000 to $34,999","Households: $35,000 to $39,999","Households: $40,000 to $44,999","Households: $45,000 to $49,999","Households: $50,000 to $59,999","Households: $60,000 to $74,999","Households: $75,000 to $99,999","Households: $100,000 to $124,999","Households: $125,000 to $149,999","Households: $150,000 to $199,999","Households: $200,000 or More"
"Block Group 1, Census Tract 1066.41, Los Angeles County, California",ca,150,00,06,037,106641,1,Block Group 1,114444,187451.776649746,144107,746,46,15,0,18,20,0,27,0,11,4,77,85,87,51,74,231
"Block Group 1, Census Tract 1066.42, Los Angeles County, California",ca,150,00,06,037,106642,1,Block Group 1,135875,154120.261437908,136750,383,8,0,24,0,0,0,9,0,0,0,19,46,54,59,36,128
"Block Group 2, Census Tract 1066.42, Los Angeles County, California",ca,150,00,06,037,106642,2,Block Group 2,142841,163451.895043732,165129,447,0,0,0,33,9,0,0,11,10,0,34,43,50,50,102,105
"Block Group 3, Census Tract 1066.42, Los Angeles County, California",ca,150,00,06,037,106642,3,Block Group 3,108170,134119.895287958,109420,317,34,0,10,29,0,8,32,18,0,0,9,0,39,24,64,50
"Block Group 1, Census Tract 1066.43, Los Angeles County, California",ca,150,00,06,037,106643,1,Block Group 1,222850,299610.670731707,227875,719,0,0,9,0,7,0,6,17,0,11,26,58,47,46,77,415
"Block Group 2, Census Tract 1066.43, Los Angeles County, California",ca,150,00,06,037,106643,2,Block Group 2,193077,347375.494071146,233821,326,0,30,18,12,0,0,0,0,14,0,0,25,0,0,82,145
"Block Group 3, Census Tract 1066.43, Los Angeles County, California",ca,150,00,06,037,106643,3,Block Group 3,166375,232095.555555556,167104,308,0,15,0,0,0,0,0,0,0,23,0,29,21,33,71,116
"Block Group 1, Census Tract 1066.45, Los Angeles County, California",ca,150,00,06,037,106645,1,Block Group 1,,132993.090909091,121094,474,55,0,11,0,11,0,24,0,0,134,14,16,59,27,35,88
"Block Group 2, Census Tract 1066.45, Los Angeles County, California",ca,150,00,06,037,106645,2,Block Group 2,152866,189185.248447205,155000,772,30,7,0,43,0,0,36,9,0,16,51,43,58,87,101,291
"Block Group 1, Census Tract 1066.46, Los Angeles County, California",ca,150,00,06,037,106646,1,Block Group 1,129250,140810.218978102,136429,663,21,0,5,22,0,27,21,3,7,12,62,80,55,59,108,181
"Block Group 2, Census Tract 1066.46, Los Angeles County, California",ca,150,00,06,037,106646,2,Block Group 2,116071,125959.067357513,118594,300,34,0,7,0,8,0,5,0,6,29,27,13,59,45,37,30
"Block Group 1, Census Tract 1066.48, Los Angeles County, California",ca,150,00,06,037,106648,1,Block Group 1,82330,93090.2116402116,81061,873,19,51,0,47,18,65,8,46,34,13,48,185,74,26,158,81
"Block Group 2, Census Tract 1066.48, Los Angeles County, California",ca,150,00,06,037,106648,2,Block Group 2,28929,41334.0579710145,35171,298,10,20,27,62,36,0,73,17,0,0,0,35,5,13,0,0
"Block Group 1, Census Tract 1066.49, Los Angeles County, California",ca,150,00,06,037,106649,1,Block Group 1,79514,91325.5474452555,80833,301,0,5,17,28,0,14,0,0,11,19,33,56,31,16,67,4
"Block Group 2, Census Tract 1066.49, Los Angeles County, California",ca,150,00,06,037,106649,2,Block Group 2,116250,164877.740863787,116875,340,0,0,6,13,0,16,5,0,6,31,16,39,47,12,73,76
"Block Group 1, Census Tract 1070.10, Los Angeles County, California",ca,150,00,06,037,107010,1,Block Group 1,80000,118023,81719,454,6,4,35,0,0,0,0,7,31,23,100,52,60,71,46,19
"Block Group 2, Census Tract 1070.10, Los Angeles County, California",ca,150,00,06,037,107010,2,Block Group 2,85357,106367.932489451,85750,306,6,0,6,0,5,15,8,4,9,56,17,65,33,15,26,41
"Block Group 1, Census Tract 1070.20, Los Angeles County, California",ca,150,00,06,037,107020,1,Block Group 1,78393,84021.359223301,82679,235,16,0,24,13,28,18,0,0,6,0,10,34,15,23,20,28
"Block Group 2, Census Tract 1070.20, Los Angeles County, California",ca,150,00,06,037,107020,2,Block Group 2,87727,88085.3658536585,89250,246,56,0,0,11,0,0,25,0,6,4,9,56,55,13,0,11
"Block Group 3, Census Tract 1070.20, Los Angeles County, California",ca,150,00,06,037,107020,3,Block Group 3,89250,88488.3597883598,92800,402,90,0,0,0,0,0,8,0,42,17,16,84,18,31,78,18
"Block Group 4, Census Tract 1070.20, Los Angeles County, California",ca,150,00,06,037,107020,4,Block Group 4,71585,90353.5211267606,,268,0,0,0,15,7,0,0,35,31,0,61,54,0,0,26,39
"Block Group 1, Census Tract 1081.01, Los Angeles County, California",ca,150,00,06,037,108101,1,Block Group 1,150000,176764.779874214,167750,762,22,27,7,0,18,7,20,0,16,20,55,62,38,89,96,285
"Block Group 1, Census Tract 1081.02, Los Angeles County, California",ca,150,00,06,037,108102,1,Block Group 1,73875,107561.935483871,109333,415,7,48,0,33,0,0,0,9,0,50,65,0,38,54,29,82
"Block Group 2, Census Tract 1081.02, Los Angeles County, California",ca,150,00,06,037,108102,2,Block Group 2,151806,221677.627118644,173482,333,0,0,0,0,52,0,0,0,0,0,24,14,12,58,43,130
"Block Group 3, Census Tract 1081.02, Los Angeles County, California",ca,150,00,06,037,108102,3,Block Group 3,114653,179622.546419098,123875,437,20,0,0,0,12,0,12,0,2,33,0,107,45,24,45,137
"Block Group 1, Census Tract 1081.03, Los Angeles County, California",ca,150,00,06,037,108103,1,Block Group 1,140370,205852.953156823,140602,550,8,0,33,10,0,0,0,0,0,32,4,50,102,93,69,149
"Block Group 2, Census Tract 1081.03, Los Angeles County, California",ca,150,00,06,037,108103,2,Block Group 2,173375,228944.81865285,174250,426,7,8,20,0,0,22,0,0,0,15,9,9,35,37,85,179
"Block Group 1, Census Tract 1081.04, Los Angeles County, California",ca,150,00,06,037,108104,1,Block Group 1,150550,181936.8,152400,553,5,5,0,0,33,0,11,0,16,20,13,50,109,9,77,205
"Block Group 1, Census Tract 1082.02, Los Angeles County, California",ca,150,00,06,037,108202,1,Block Group 1,83667,190371.086556169,168533,1128,0,28,151,15,19,45,21,57,0,115,69,87,54,78,152,237
"Block Group 2, Census Tract 1082.02, Los Angeles County, California",ca,150,00,06,037,108202,2,Block Group 2,191130,243764.52476573,209688,1149,88,0,0,60,0,30,0,0,36,0,72,128,12,0,203,520
"Block Group 3, Census Tract 1082.02, Los Angeles County, California",ca,150,00,06,037,108202,3,Block Group 3,213158,228213.777777778,212589,977,0,0,0,0,0,0,0,23,0,25,0,41,121,0,190,577
"Block Group 1, Census Tract 1082.03, Los Angeles County, California",ca,150,00,06,037,108203,1,Block Group 1,127778,153376.41509434,133500,778,14,9,0,0,30,32,0,27,21,15,42,79,119,105,108,177
"Block Group 2, Census Tract 1082.03, Los Angeles County, California",ca,150,00,06,037,108203,2,Block Group 2,159444,215892.903225806,167969,378,0,0,0,0,0,0,20,0,44,11,13,0,55,15,69,151
"Block Group 1, Census Tract 1082.04, Los Angeles County, California",ca,150,00,06,037,108204,1,Block Group 1,169178,196526.094890511,187500,651,0,0,6,5,5,8,0,0,6,38,78,16,12,126,83,268
"Block Group 1, Census Tract 1091, Los Angeles County, California",ca,150,00,06,037,109100,1,Block Group 1,73056,106384.951456311,92500,414,17,10,21,28,15,9,21,25,24,16,28,30,56,27,20,67
"Block Group 2, Census Tract 1091, Los Angeles County, California",ca,150,00,06,037,109100,2,Block Group 2,83393,120903.973509934,99773,436,58,0,5,4,11,74,4,18,5,9,15,73,27,41,51,41
"Block Group 1, Census Tract 1092, Los Angeles County, California",ca,150,00,06,037,109200,1,Block Group 1,114279,139514.285714286,118194,378,0,0,0,0,0,0,0,0,0,15,31,84,99,59,30,60
"Block Group 2, Census Tract 1092, Los Angeles County, California",ca,150,00,06,037,109200,2,Block Group 2,131629,186146.57980456,137448,411,0,40,0,0,16,0,0,10,18,33,15,28,24,121,40,66
"Block Group 3, Census Tract 1092, Los Angeles County, California",ca,150,00,06,037,109200,3,Block Group 3,125909,152307.971014493,131333,234,27,0,0,8,0,0,0,0,0,19,4,10,41,61,27,37
"Block Group 1, Census Tract 1093, Los Angeles County, California",ca,150,00,06,037,109300,1,Block Group 1,115625,142173.762376238,126458,248,0,0,0,0,6,0,6,0,11,18,5,53,34,23,46,46
"Block Group 2, Census Tract 1093, Los Angeles County, California",ca,150,00,06,037,109300,2,Block Group 2,108125,134447.138047138,118021,432,0,0,0,6,5,21,32,5,0,20,38,74,86,49,50,46
"Block Group 3, Census Tract 1093, Los Angeles County, California",ca,150,00,06,037,109300,3,Block Group 3,153472,251587,154306,224,0,21,0,0,0,6,6,0,5,6,4,13,23,21,78,41
"Block Group 1, Census Tract 1094, Los Angeles County, California",ca,150,00,06,037,109400,1,Block Group 1,72222,92051.3636363636,,234,17,0,0,70,0,0,0,0,0,12,24,6,20,10,61,14
"Block Group 2, Census Tract 1094, Los Angeles County, California",ca,150,00,06,037,109400,2,Block Group 2,129886,128993.714285714,111167,421,0,9,0,0,0,5,0,0,0,0,125,28,33,20,121,80
"Block Group 3, Census Tract 1094, Los Angeles County, California",ca,150,00,06,037,109400,3,Block Group 3,56479,97432.5925925926,105357,479,58,0,0,10,9,63,0,42,15,67,9,14,82,55,13,42
"Block Group 1, Census Tract 1095, Los Angeles County, California",ca,150,00,06,037,109500,1,Block Group 1,49036,68007.0063694267,49087,263,26,0,0,30,0,27,0,0,62,9,19,40,17,17,16,0
"Block Group 2, Census Tract 1095, Los Angeles County, California",ca,150,00,06,037,109500,2,Block Group 2,73594,93369.2825112108,78438,491,11,0,8,0,21,23,0,22,28,37,100,77,32,38,94,0
"Block Group 3, Census Tract 1095, Los Angeles County, California",ca,150,00,06,037,109500,3,Block Group 3,,63858.7064676617,40850,236,29,26,9,0,23,0,9,25,0,22,0,30,16,0,38,9
"Block Group 1, Census Tract 1096.01, Los Angeles County, California",ca,150,00,06,037,109601,1,Block Group 1,150833,187831.390134529,151380,244,4,0,0,0,0,11,0,0,0,9,0,28,31,23,48,90
"Block Group 2, Census Tract 1096.01, Los Angeles County, California",ca,150,00,06,037,109601,2,Block Group 2,146443,148096.212121212,146190,313,8,8,0,0,0,5,0,11,0,0,25,18,33,84,84,37
"Block Group 3, Census Tract 1096.01, Los Angeles County, California",ca,150,00,06,037,109601,3,Block Group 3,113029,93527.2189349112,77411,185,0,0,0,8,0,0,0,0,31,0,0,48,41,57,0,0
"Block Group 4, Census Tract 1096.01, Los Angeles County, California",ca,150,00,06,037,109601,4,Block Group 4,100326,97628.7912087912,98295,568,10,38,0,39,0,0,47,0,53,6,37,51,149,52,56,30
"Block Group 1, Census Tract 1096.03, Los Angeles County, California",ca,150,00,06,037,109603,1,Block Group 1,66607,113001.25,71500,388,96,7,0,16,0,0,0,13,0,53,45,73,34,6,0,45
"Block Group 2, Census Tract 1096.03, Los Angeles County, California",ca,150,00,06,037,109603,2,Block Group 2,85479,148816.835016835,101513,436,0,10,0,30,30,11,31,0,16,43,27,58,19,41,80,40
"Block Group 3, Census Tract 1096.03, Los Angeles County, California",ca,150,00,06,037,109603,3,Block Group 3,77984,86445.2247191011,79677,418,42,11,34,7,0,0,0,22,0,31,12,94,31,86,41,7
"Block Group 1, Census Tract 1096.04, Los Angeles County, California",ca,150,00,06,037,109604,1,Block Group 1,78393,107339.130434783,117900,285,30,7,0,0,27,26,7,4,8,27,4,23,43,52,13,14
"Block Group 2, Census Tract 1096.04, Los Angeles County, California",ca,150,00,06,037,109604,2,Block Group 2,119722,117873.181818182,122143,246,9,8,13,13,14,0,0,0,0,13,7,17,44,55,31,22
"Block Group 3, Census Tract 1096.04, Los Angeles County, California",ca,150,00,06,037,109604,3,Block Group 3,101797,128951.985559567,106250,343,15,9,6,3,9,0,10,12,0,8,30,35,75,37,52,42
"Block Group 1, Census Tract 1097, Los Angeles County, California",ca,150,00,06,037,109700,1,Block Group 1,166094,170919.387755102,170284,467,7,16,0,6,0,7,4,0,45,0,0,42,47,40,95,158
"Block Group 2, Census Tract 1097, Los Angeles County, California",ca,150,00,06,037,109700,2,Block Group 2,85093,126579.203539823,117750,648,12,58,6,57,5,0,9,16,10,66,27,84,105,41,86,66
"Block Group 3, Census Tract 1097, Los Angeles County, California",ca,150,00,06,037,109700,3,Block Group 3,98854,118835.648148148,131250,277,12,32,10,0,9,0,0,0,2,39,6,34,12,25,90,6
"Block Group 1, Census Tract 1098, Los Angeles County, California",ca,150,00,06,037,109800,1,Block Group 1,115326,137110.526315789,116902,390,7,0,0,0,0,22,0,8,0,19,64,22,73,53,82,40
"Block Group 2, Census Tract 1098, Los Angeles County, California",ca,150,00,06,037,109800,2,Block Group 2,,126990.909090909,150083,366,24,13,0,0,2,0,0,0,13,62,82,0,25,21,91,33
"Block Group 3, Census Tract 1098, Los Angeles County, California",ca,150,00,06,037,109800,3,Block Group 3,51912,99977.6536312849,72656,476,41,0,11,11,64,33,0,0,0,102,52,23,59,10,0,70
"Block Group 4, Census Tract 1098, Los Angeles County, California",ca,150,00,06,037,109800,4,Block Group 4,85446,109296.464646465,104375,292,0,15,23,13,0,0,8,0,0,0,82,43,29,46,15,18
"Block Group 1, Census Tract 1111, Los Angeles County, California",ca,150,00,06,037,111100,1,Block Group 1,112500,110715.162454874,116023,356,0,4,22,6,0,25,4,5,5,18,27,29,49,70,63,29
"Block Group 2, Census Tract 1111, Los Angeles County, California",ca,150,00,06,037,111100,2,Block Group 2,119531,154903.009259259,122344,568,29,0,0,15,23,4,20,6,9,32,36,61,74,78,62,119
"Block Group 1, Census Tract 1112.01, Los Angeles County, California",ca,150,00,06,037,111201,1,Block Group 1,,112852.631578947,102969,366,0,40,61,6,15,7,17,23,0,22,6,10,76,8,46,29
"Block Group 2, Census Tract 1112.01, Los Angeles County, California",ca,150,00,06,037,111201,2,Block Group 2,123750,216363.520408163,129375,499,0,0,26,0,0,0,26,7,7,33,16,50,99,11,32,192
"Block Group 3, Census Tract 1112.01, Los Angeles County, California",ca,150,00,06,037,111201,3,Block Group 3,111625,119003.846153846,95714,177,0,7,0,0,0,31,0,0,0,0,9,20,25,17,8,60
"Block Group 1, Census Tract 1112.02, Los Angeles County, California",ca,150,00,06,037,111202,1,Block Group 1,121958,121073.37962963,147550,565,41,8,30,32,18,0,0,0,0,46,43,27,50,181,51,38
"Block Group 2, Census Tract 1112.02, Los Angeles County, California",ca,150,00,06,037,111202,2,Block Group 2,97308,145171.030640669,131989,524,18,10,0,0,58,40,0,26,0,24,23,65,28,49,128,55
"Block Group 3, Census Tract 1112.02, Los Angeles County, California",ca,150,00,06,037,111202,3,Block Group 3,111005,139408.63422292,125982,829,93,0,11,33,24,20,8,0,28,33,14,90,106,100,126,143
"Block Group 1, Census Tract 1112.04, Los Angeles County, California",ca,150,00,06,037,111204,1,Block Group 1,223906,231893.030794165,214125,669,17,0,0,7,0,8,0,8,0,20,9,32,45,8,136,379
"Block Group 2, Census Tract 1112.04, Los Angeles County, California",ca,150,00,06,037,111204,2,Block Group 2,170309,177227.167630058,171485,669,0,0,31,0,23,0,15,22,0,66,0,25,44,64,196,183
"Block Group 3, Census Tract 1112.04, Los Angeles County, California",ca,150,00,06,037,111204,3,Block Group 3,146793,199619.733333333,160938,473,19,0,0,11,29,0,0,0,0,19,13,43,55,54,45,185
"Block Group 1, Census Tract 1112.05, Los Angeles County, California",ca,150,00,06,037,111205,1,Block Group 1,170000,227526.488095238,185156,408,8,11,0,10,0,0,0,0,16,9,50,14,13,56,101,120
"Block Group 2, Census Tract 1112.05, Los Angeles County, California",ca,150,00,06,037,111205,2,Block Group 2,100052,103355.701754386,93621,285,23,0,0,0,0,12,0,0,10,0,32,65,54,44,21,24
"Block Group 3, Census Tract 1112.05, Los Angeles County, California",ca,150,00,06,037,111205,3,Block Group 3,77125,110311.926605505,,640,7,0,0,21,0,47,0,0,0,43,49,202,100,85,41,45
"Block Group 1, Census Tract 1112.06, Los Angeles County, California",ca,150,00,06,037,111206,1,Block Group 1,157644,188374.59807074,,345,0,13,0,0,0,0,0,9,12,41,55,23,15,0,29,148
"Block Group 2, Census Tract 1112.06, Los Angeles County, California",ca,150,00,06,037,111206,2,Block Group 2,183272,195028.021978022,184853,225,0,0,8,0,11,0,0,0,0,8,0,9,36,20,79,54
"Block Group 3, Census Tract 1112.06, Los Angeles County, California",ca,150,00,06,037,111206,3,Block Group 3,131607,217357.339449541,,249,0,0,0,0,0,0,0,15,12,4,12,38,39,7,16,106
"Block Group 4, Census Tract 1112.06, Los Angeles County, California",ca,150,00,06,037,111206,4,Block Group 4,140179,144859.624413146,141875,255,0,6,0,0,0,0,0,9,0,11,8,12,51,47,78,33
"Block Group 5, Census Tract 1112.06, Los Angeles County, California",ca,150,00,06,037,111206,5,Block Group 5,198173,194166.539923954,192462,345,0,22,0,0,9,0,0,34,9,7,0,23,11,31,36,163
"Block Group 1, Census Tract 1113.02, Los Angeles County, California",ca,150,00,06,037,111302,1,Block Group 1,140375,168956.106870229,171875,445,50,0,9,19,47,0,12,11,0,0,11,21,30,38,83,114
"Block Group 2, Census Tract 1113.02, Los Angeles County, California",ca,150,00,06,037,111302,2,Block Group 2,57609,101418.604651163,85260,474,17,6,0,8,42,0,42,0,56,88,25,24,49,35,42,40
"Block Group 3, Census Tract 1113.02, Los Angeles County, California",ca,150,00,06,037,111302,3,Block Group 3,158977,181684.265734266,180500,383,7,0,0,0,35,0,0,0,0,5,30,39,34,29,56,148
"Block Group 4, Census Tract 1113.02, Los Angeles County, California",ca,150,00,06,037,111302,4,Block Group 4,46146,57781.1046511628,38152,447,0,0,0,51,119,11,37,0,12,35,21,92,49,0,10,10
"Block Group 1, Census Tract 1113.03, Los Angeles County, California",ca,150,00,06,037,111303,1,Block Group 1,103462,128524.421052632,110417,592,0,13,0,0,0,63,0,0,0,71,41,91,63,82,78,90
"Block Group 2, Census Tract 1113.03, Los Angeles County, California",ca,150,00,06,037,111303,2,Block Group 2,88229,112435.04867872,88984,844,19,35,33,44,0,22,98,0,0,144,13,70,47,84,81,154
"Block Group 1, Census Tract 1113.04, Los Angeles County, California",ca,150,00,06,037,111304,1,Block Group 1,,73134.3220338983,54571,660,0,185,0,98,52,0,0,40,33,100,29,44,28,51,0,0
"Block Group 2, Census Tract 1113.04, Los Angeles County, California",ca,150,00,06,037,111304,2,Block Group 2,65184,65739.7163120567,65553,671,156,0,33,0,8,23,24,0,19,60,112,38,97,91,10,0
"Block Group 1, Census Tract 1114.01, Los Angeles County, California",ca,150,00,06,037,111401,1,Block Group 1,130729,160559.282700422,150625,674,0,8,0,11,0,0,21,5,0,49,95,93,48,31,117,196
"Block Group 1, Census Tract 1114.02, Los Angeles County, California",ca,150,00,06,037,111402,1,Block Group 1,38304,70115.9420289855,61179,886,101,234,62,0,24,13,28,100,0,0,159,30,102,0,17,16
"Block Group 2, Census Tract 1114.02, Los Angeles County, California",ca,150,00,06,037,111402,2,Block Group 2,85455,115153.518123667,101155,642,74,0,0,34,25,13,0,51,23,49,0,84,93,43,80,73
"Block Group 3, Census Tract 1114.02, Los Angeles County, California",ca,150,00,06,037,111402,3,Block Group 3,57186,70990.294627383,55379,647,11,0,21,0,0,0,20,79,34,179,67,95,73,0,41,27
"Block Group 1, Census Tract 1131.01, Los Angeles County, California",ca,150,00,06,037,113101,1,Block Group 1,116653,128027.293064877,117218,513,34,0,12,4,5,0,7,0,63,9,25,77,39,42,76,120
"Block Group 2, Census Tract 1131.01, Los Angeles County, California",ca,150,00,06,037,113101,2,Block Group 2,122333,179717.278617711,134271,638,0,21,0,31,0,18,0,32,10,0,116,36,57,94,58,165
"Block Group 1, Census Tract 1131.02, Los Angeles County, California",ca,150,00,06,037,113102,1,Block Group 1,206298,296638.842975207,230500,577,6,8,0,0,27,0,8,0,16,4,29,62,75,28,12,302
"Block Group 2, Census Tract 1131.02, Los Angeles County, California",ca,150,00,06,037,113102,2,Block Group 2,175417,219872.755417957,198188,410,21,0,23,0,0,9,0,11,0,30,18,33,9,35,74,147
"Block Group 1, Census Tract 1132.11, Los Angeles County, California",ca,150,00,06,037,113211,1,Block Group 1,117321,151887.541528239,116429,733,33,0,17,0,33,23,44,0,7,53,40,88,45,67,67,216
"Block Group 2, Census Tract 1132.11, Los Angeles County, California",ca,150,00,06,037,113211,2,Block Group 2,108226,124744.748858447,120995,866,17,12,0,0,54,7,6,15,0,37,59,150,184,140,106,79
"Block Group 1, Census Tract 1132.12, Los Angeles County, California",ca,150,00,06,037,113212,1,Block Group 1,91154,106871.844660194,91818,352,0,10,0,0,27,9,37,0,0,9,55,72,29,27,47,30
"Block Group 2, Census Tract 1132.12, Los Angeles County, California",ca,150,00,06,037,113212,2,Block Group 2,108913,147441,125147,618,10,0,14,0,0,13,20,28,0,86,72,53,95,105,48,74
"Block Group 1, Census Tract 1132.13, Los Angeles County, California",ca,150,00,06,037,113213,1,Block Group 1,136736,167268.488372093,162500,1070,37,8,6,0,0,7,0,18,26,54,84,14,167,153,124,372
"Block Group 2, Census Tract 1132.13, Los Angeles County, California",ca,150,00,06,037,113213,2,Block Group 2,90179,145203.333333333,110111,635,10,0,0,0,38,24,34,34,9,20,91,77,120,34,50,94
